latency_ms
0.244831
1.405095
2.469067
3.593123
4.704962
5.955474
6.927875
8.066656
9.196885
10.244350
10.949259
11.478293
12.538792
13.502246
14.799631
15.817893
16.992673
17.962676
19.172425
20.418368
21.419853
22.302811
23.409809
24.522894
25.692217
26.807989
27.923450
28.998497
30.130367
30.659984
31.545568
32.117767
32.631907
33.279388
34.499024
35.497939
36.588875
37.755541
39.005583
40.024271
40.836442
41.663273
42.318186
43.106415
44.193727
45.331744
46.475835
47.554095
48.669802
49.546457
50.157325
50.893362
52.044976
52.999876
54.057147
55.132222
56.328134
57.441034
58.563875
59.587907
60.300374
60.958138
61.916985
62.970732
64.025868
65.109991
66.246094
67.331173
68.459144
69.499839
70.303144
70.931528
71.806256
72.974667
74.068055
75.164705
76.420575
77.606644
78.707689
79.789525
80.564037
81.465350
82.179086
83.111083
84.256655
85.437293
86.529109
87.644884
88.795427
89.633017
90.181913
90.931547
91.966941
93.056514
94.314369
95.390012
96.635109
97.678028
98.880414
99.938818
100.554049
101.137021
102.056369
103.139478
104.216813
105.350409
106.586388
107.589388
108.686392
109.304435
109.736768
110.148599
110.834825
111.975533
113.014444
114.071818
115.363648
116.349091
117.621176
118.586095
119.223829
0.346082
0.484447
119.643858
0.788172
0.927200
120.789027
1.912949
2.048266
121.944455
3.077203
3.402850
122.941050
4.159474
4.336084
123.987223
5.150716
5.314438
125.085932
6.282405
6.456380
126.236370
7.399398
7.626791
127.376690
8.555979
8.740424
128.473498
9.637370
9.853217
129.295827
10.460517
10.630113
129.856272
11.026616
11.213510
130.665142
11.832357
12.002713
131.822783
12.971942
13.133889
132.948313
14.121936
14.275837
133.988991
15.143744
15.297664
135.031844
16.201352
16.366669
136.122904
17.296419
17.449816
137.228864
18.361421
18.509497
138.354919
19.487490
19.637309
139.302230
20.430774
20.567850
139.745855
20.902666
21.071331
140.530889
21.657034
21.833979
141.660382
22.796070
22.957755
142.785311
23.926549
24.075213
143.903661
25.052235
25.197099
144.911898
26.032058
26.178098
146.091875
27.268538
27.404888
147.055181
28.214710
28.347713
148.185437
29.302542
29.436032
149.284695
30.412276
30.554550
150.446612
31.628651
31.795850
151.549562
32.692669
32.866931
152.667681
33.876281
34.098274
153.822200
35.019279
35.245023
155.150364
36.459966
36.682072
156.040444
37.235359
37.447333
157.071037
38.257533
38.464847
158.153496
39.339767
39.541042
159.283536
40.559301
40.868244
160.136268
41.358227
41.565796
160.827044
42.016567
42.233435
161.439946
42.599311
42.798901
162.563305
43.727972
43.909306
163.669184
44.820985
44.989077
164.869464
46.068617
46.297489
165.955511
47.146492
